row_id,donation_date,donor_id,donor_name,donation,mail_pref,state
928,5/10/2016,JJ-15760,Joel Jenkins,46,Do not Contact,Virginia
929,5/10/2016,JJ-15760,Joel Jenkins,29,Do not Contact,Virginia
930,14/04/2018,AB-10165,Alan Barnes,15,Email,Ohio
931,14/04/2018,AB-10165,Alan Barnes,90,Email,Ohio
932,14/04/2018,AB-10165,Alan Barnes,14,Email,Ohio
933,2/09/2018,RK-19300,Ralph Kennedy,12,Email,Pennsylvania
934,20/06/2017,CG-12040,Catherine Glotzbach,45,Do not Contact,Pennsylvania
935,20/06/2017,CG-12040,Catherine Glotzbach,30,Do not Contact,Pennsylvania
936,20/06/2017,CG-12040,Catherine Glotzbach,16,Do not Contact,Pennsylvania
937,20/06/2017,CG-12040,Catherine Glotzbach,448,Do not Contact,Pennsylvania
938,5/11/2018,RA-19885,Ruben Ausman,160,Post,New Mexico
939,13/12/2016,RP-19270,Rachel Payne,13,Post,California
940,13/12/2016,RP-19270,Rachel Payne,134,Post,California
941,19/06/2017,KC-16255,Karen Carlisle,17,Post,California
942,13/12/2017,RW-19630,Rob Williams,6,Post,California
943,13/12/2017,RW-19630,Rob Williams,1114,Post,California
944,29/05/2016,JL-15850,John Lucas,32,Email,Washington
945,29/05/2016,JL-15850,John Lucas,541,Email,Washington
946,29/05/2016,JL-15850,John Lucas,168,Email,Washington
947,26/07/2016,CA-12775,Cynthia Arntzen,393,Email,Arizona
948,28/11/2018,RB-19795,Ross Baird,516,Do not Contact,Pennsylvania
949,28/11/2018,RB-19795,Ross Baird,1007,Do not Contact,Pennsylvania
950,28/11/2018,RB-19795,Ross Baird,2065,Do not Contact,Pennsylvania
951,28/11/2018,RB-19795,Ross Baird,16,Do not Contact,Pennsylvania
952,28/11/2018,RB-19795,Ross Baird,25,Do not Contact,Pennsylvania
953,3/04/2018,KH-16360,Katherine Hughes,25,Email,Pennsylvania
954,28/12/2018,GH-14665,Greg Hansen,27,Email,Texas
955,28/12/2018,GH-14665,Greg Hansen,79,Email,Texas
956,30/11/2018,SW-20275,Scott Williamson,174,Email,Mississippi
957,15/05/2018,JA-15970,Joseph Airdo,30,Email,Arizona
958,15/05/2018,JA-15970,Joseph Airdo,5,Email,Arizona
959,15/05/2018,JA-15970,Joseph Airdo,16,Email,Arizona
960,22/09/2016,DL-12925,Daniel Lacy,205,Email,California
961,14/11/2018,LW-16990,Lindsay Williams,322,Post,California
962,27/11/2016,TB-21190,Thomas Brumley,6,Do not Contact,Arkansas
963,1/09/2017,CV-12805,Cynthia Voltz,22,Post,California
964,22/09/2015,MS-17365,Maribeth Schnelling,5,Email,Florida
965,9/04/2018,BS-11800,Bryan Spruell,10,Do not Contact,New York
966,9/04/2018,BS-11800,Bryan Spruell,36,Do not Contact,New York
967,9/04/2018,BS-11800,Bryan Spruell,13,Do not Contact,New York
968,9/04/2018,BS-11800,Bryan Spruell,192,Do not Contact,New York
969,9/04/2018,BS-11800,Bryan Spruell,9,Do not Contact,New York
970,9/04/2018,BS-11800,Bryan Spruell,502,Do not Contact,New York
971,16/01/2015,DL-13315,Delfina Latchford,127,Email,Pennsylvania
972,16/01/2015,DL-13315,Delfina Latchford,124,Email,Pennsylvania
973,16/01/2015,DL-13315,Delfina Latchford,19,Email,Pennsylvania
974,16/01/2015,DL-13315,Delfina Latchford,30,Email,Pennsylvania
975,5/10/2018,PO-19195,Phillina Ober,161,Do not Contact,New York
976,5/10/2018,PO-19195,Phillina Ober,76,Do not Contact,New York
977,9/07/2018,TD-20995,Tamara Dahlen,1,Email,Oregon
978,7/01/2018,BW-11110,Bart Watters,3060,Post,Michigan
979,30/05/2017,RW-19690,Robert Waldorf,3,Email,North Carolina
980,9/12/2016,KB-16600,Ken Brennan,34,Post,Indiana
981,3/10/2017,EB-13870,Emily Burns,599,Email,New York
982,11/11/2015,TZ-21580,Tracy Zic,3,Email,Colorado
983,11/11/2015,TZ-21580,Tracy Zic,560,Email,Colorado
984,11/11/2015,TZ-21580,Tracy Zic,604,Email,Colorado
985,29/09/2018,AS-10630,Ann Steele,8,Do not Contact,Texas
986,29/09/2018,AS-10630,Ann Steele,28,Do not Contact,Texas
987,29/09/2018,AS-10630,Ann Steele,337,Do not Contact,Texas
988,10/03/2016,TS-21340,Toby Swindell,1,Email,Texas
989,21/05/2018,JG-15805,John Grady,520,Post,New York
990,21/05/2018,JG-15805,John Grady,18,Post,New York
991,29/03/2016,SL-20155,Sara Luxemburg,1167,Do not Contact,Florida
992,9/09/2017,TS-21610,Troy Staebel,15,Email,New York
993,26/08/2017,RF-19735,Roland Fjeld,10,Email,California
994,26/08/2017,RF-19735,Roland Fjeld,155,Email,California
995,21/05/2015,MW-18235,Mitch Willingham,2716,Post,Virginia
996,21/05/2015,MW-18235,Mitch Willingham,618,Post,Virginia
997,28/10/2016,RD-19585,Rob Dowd,11,Email,Kentucky
998,28/10/2016,RD-19585,Rob Dowd,37,Email,Kentucky
999,28/10/2016,RD-19585,Rob Dowd,24,Email,Kentucky
1000,28/10/2016,RD-19585,Rob Dowd,33,Email,Kentucky
1001,13/11/2017,FM-14290,Frank Merwin,44,Do not Contact,Washington
1002,31/07/2016,RH-19495,Rick Hansen,2310,Email,New York
1003,31/07/2016,RH-19495,Rick Hansen,1091,Email,New York
1004,31/07/2016,RH-19495,Rick Hansen,19,Email,New York
1005,27/08/2016,RA-19945,Ryan Akin,485,Email,California
1006,13/11/2016,JK-15730,Joe Kamberova,115,Email,North Carolina
1007,6/11/2016,MT-17815,Meg Tillman,7,Email,Arizona
1008,6/11/2016,MT-17815,Meg Tillman,4,Email,Arizona
1009,26/12/2018,PO-18850,Patrick OBrill,45,Email,Iowa
1010,1/08/2018,AT-10735,Annie Thurman,96,Email,Illinois
1011,24/11/2015,VG-21790,Vivek Gonzalez,152,Email,California
1012,17/06/2018,PF-19165,Philip Fox,155,Email,Washington
1013,17/06/2018,PF-19165,Philip Fox,14,Email,Washington
1014,21/12/2016,JS-15880,John Stevenson,1618,Email,Washington
1015,21/12/2016,JS-15880,John Stevenson,100,Email,Washington
1016,17/09/2016,MO-17800,Meg OConnel,32,Do not Contact,California
1017,6/07/2016,KM-16225,Kalyca Meade,14,Post,New York
1018,6/07/2016,KM-16225,Kalyca Meade,156,Post,New York
1019,6/07/2016,KM-16225,Kalyca Meade,125,Post,New York
1020,6/07/2016,KM-16225,Kalyca Meade,602,Post,New York
1021,27/04/2016,GT-14710,Greg Tran,23,Email,District of Columbia
1022,27/04/2016,GT-14710,Greg Tran,1268,Email,District of Columbia
1023,27/04/2016,GT-14710,Greg Tran,1380,Email,District of Columbia
1024,16/06/2016,PB-19150,Philip Brown,6,Email,Pennsylvania
1025,17/12/2018,HR-14770,Hallie Redmond,12,Do not Contact,California
1026,11/01/2017,DE-13255,Deanra Eno,16,Do not Contact,Ohio
1027,11/01/2017,DE-13255,Deanra Eno,63,Do not Contact,Ohio
1028,11/01/2017,DE-13255,Deanra Eno,16,Do not Contact,Ohio
1029,11/07/2015,LA-16780,Laura Armstrong,177,Post,New Jersey
1030,11/07/2015,LA-16780,Laura Armstrong,198,Post,New Jersey
1031,11/07/2015,LA-16780,Laura Armstrong,855,Post,New Jersey
1032,11/07/2015,LA-16780,Laura Armstrong,124,Post,New Jersey
1033,11/07/2015,LA-16780,Laura Armstrong,14,Post,New Jersey
1034,20/11/2017,AG-10390,Allen Goldenen,16,Email,Ohio
1035,20/11/2017,AG-10390,Allen Goldenen,3,Email,Ohio
1036,20/11/2017,AG-10390,Allen Goldenen,14,Email,Ohio
1037,22/04/2017,EL-13735,Ed Ludwig,87,Do not Contact,Missouri
1038,13/06/2016,JJ-15445,Jennifer Jackson,37,Email,California
1039,20/11/2018,JH-15430,Jennifer Halladay,24,Email,North Carolina
1040,20/11/2018,JH-15430,Jennifer Halladay,29,Email,North Carolina
1041,20/03/2017,RD-19660,Robert Dilbeck,697,Do not Contact,Missouri
1042,6/09/2017,MO-17500,Mary ORourke,32,Email,New York
1043,6/09/2017,MO-17500,Mary ORourke,722,Email,New York
1044,9/07/2018,NS-18640,Noel Staavos,9,Post,Illinois
1045,9/07/2018,NS-18640,Noel Staavos,58,Post,Illinois
1046,12/10/2018,SN-20710,Steve Nguyen,255,Do not Contact,Illinois
1047,8/03/2017,ZC-21910,Zuschuss Carroll,1364,Email,Florida
1048,8/03/2017,ZC-21910,Zuschuss Carroll,102,Email,Florida
1049,27/05/2015,LC-16885,Lena Creighton,1114,Email,California
1050,27/05/2015,LC-16885,Lena Creighton,100,Email,California
1051,3/07/2016,DG-13300,Deirdre Greer,168,Post,Pennsylvania
1052,3/07/2016,DG-13300,Deirdre Greer,7,Post,Pennsylvania
1053,3/07/2016,DG-13300,Deirdre Greer,283,Post,Pennsylvania
1054,4/04/2016,NF-18595,Nicole Fjeld,11,Do not Contact,New York
1055,4/04/2016,NF-18595,Nicole Fjeld,108,Do not Contact,New York
1056,4/04/2016,NF-18595,Nicole Fjeld,82,Do not Contact,New York
1057,4/04/2016,NF-18595,Nicole Fjeld,9,Do not Contact,New York
1058,10/12/2018,BP-11185,Ben Peterman,20,Post,California
1059,10/12/2018,BP-11185,Ben Peterman,66,Post,California
1060,24/11/2017,MG-17650,Matthew Grinstein,4,Do not Contact,Pennsylvania
1061,23/03/2016,JD-16060,Julia Dunbar,108,Email,Texas
1062,16/04/2016,TS-21160,Theresa Swint,45,Post,Ohio
1063,16/04/2016,TS-21160,Theresa Swint,10,Post,Ohio
1064,16/04/2016,TS-21160,Theresa Swint,8,Post,Ohio
1065,16/04/2016,TS-21160,Theresa Swint,119,Post,Ohio
1066,16/04/2016,TS-21160,Theresa Swint,1,Post,Ohio
1067,16/04/2016,TS-21160,Theresa Swint,55,Post,Ohio
1068,1/10/2017,BD-11620,Brian DeCherney,195,Email,California
1069,28/09/2018,CM-12160,Charles McCrossin,2,Email,Texas
1070,25/07/2016,RB-19795,Ross Baird,25,Do not Contact,Pennsylvania
1071,20/11/2016,SN-20560,Skye Norling,19,Do not Contact,California
1072,28/04/2017,EH-14005,Erica Hernandez,29,Do not Contact,Colorado
1073,14/11/2018,FO-14305,Frank Olsen,9,Email,New York
1074,12/11/2017,MS-17710,Maurice Satty,6,Email,Arizona
1075,12/11/2017,MS-17710,Maurice Satty,4,Email,Arizona
1076,12/11/2017,MS-17710,Maurice Satty,32,Email,Arizona
1077,29/09/2017,CC-12100,Chad Cunningham,41,Do not Contact,Indiana
1078,23/09/2018,DW-13540,Don Weiss,120,Email,Washington
1079,23/09/2018,DW-13540,Don Weiss,31,Email,Washington
1080,23/09/2018,DW-13540,Don Weiss,7,Email,Washington
1081,29/11/2016,BT-11395,Bill Tyler,20,Post,Michigan
1082,29/11/2016,BT-11395,Bill Tyler,1107,Post,Michigan
1083,1/03/2017,KD-16270,Karen Daniels,837,Email,New York
1084,1/03/2017,KD-16270,Karen Daniels,26,Email,New York
1085,1/03/2017,KD-16270,Karen Daniels,363,Email,New York
1086,1/03/2017,KD-16270,Karen Daniels,4900,Email,New York
1087,12/08/2017,LC-16870,Lena Cacioppo,6,Email,Iowa
1088,15/08/2017,CY-12745,Craig Yedwab,72,Post,California
1089,15/08/2017,CY-12745,Craig Yedwab,3,Post,California
1090,4/06/2018,LW-16990,Lindsay Williams,32,Post,North Carolina
1091,4/06/2018,LW-16990,Lindsay Williams,72,Post,North Carolina
1092,6/12/2016,NP-18325,Naresj Patel,120,Email,California
1093,6/12/2016,NP-18325,Naresj Patel,219,Email,California
1094,27/12/2016,BT-11485,Brad Thomas,29,Do not Contact,Maryland
1095,27/12/2016,BT-11485,Brad Thomas,356,Do not Contact,Maryland
1096,21/01/2018,PS-19045,Penelope Sewall,348,Do not Contact,North Carolina
1097,21/01/2018,PS-19045,Penelope Sewall,36,Do not Contact,North Carolina
1098,25/06/2015,NS-18640,Noel Staavos,448,Post,California
1099,14/06/2017,PV-18985,Paul Van Hugh,7,Do not Contact,California
1100,14/06/2017,PV-18985,Paul Van Hugh,9,Do not Contact,California
1101,14/06/2017,PV-18985,Paul Van Hugh,29,Do not Contact,California
1102,14/06/2017,PV-18985,Paul Van Hugh,9,Do not Contact,California
1103,21/04/2018,RP-19390,Resi Pölking,3,Email,Texas
1104,21/04/2018,RP-19390,Resi Pölking,3,Email,Texas
1105,21/10/2017,NM-18520,Neoma Murray,23,Email,California
1106,19/11/2017,EH-13945,Eric Hoffmann,101,Email,Texas
1107,19/11/2017,EH-13945,Eric Hoffmann,2,Email,Texas
1108,19/11/2017,EH-13945,Eric Hoffmann,11,Email,Texas
1109,19/11/2017,EH-13945,Eric Hoffmann,58,Email,Texas
1110,19/11/2017,EH-13945,Eric Hoffmann,41,Email,Texas
1111,19/11/2017,EH-13945,Eric Hoffmann,72,Email,Texas
1112,19/11/2017,EH-13945,Eric Hoffmann,10,Email,Texas
1113,19/11/2017,EH-13945,Eric Hoffmann,1,Email,Texas
1114,18/12/2018,RA-19915,Russell Applegate,47,Email,California
1115,18/12/2018,RA-19915,Russell Applegate,120,Email,California
1116,18/12/2018,RA-19915,Russell Applegate,120,Email,California
1117,22/07/2017,DL-13495,Dionis Lloyd,6,Post,California
1118,4/09/2016,CS-12355,Christine Sundaresam,280,Email,Georgia
1119,4/09/2016,CS-12355,Christine Sundaresam,620,Email,Georgia
1120,4/09/2016,CS-12355,Christine Sundaresam,4,Email,Georgia
1121,4/09/2016,CS-12355,Christine Sundaresam,15,Email,Georgia
1122,20/01/2015,HL-15040,Hunter Lopez,700,Email,Arkansas
1123,20/01/2015,HL-15040,Hunter Lopez,23,Email,Arkansas
1124,20/01/2015,HL-15040,Hunter Lopez,39,Email,Arkansas
1125,20/01/2015,HL-15040,Hunter Lopez,7,Email,Arkansas
1126,20/01/2015,HL-15040,Hunter Lopez,23,Email,Arkansas
1127,20/01/2015,HL-15040,Hunter Lopez,1068,Email,Arkansas
1128,2/03/2016,PA-19060,Pete Armstrong,10,Do not Contact,Indiana
1129,2/03/2016,PA-19060,Pete Armstrong,102,Do not Contact,Indiana
1130,12/04/2017,BD-11605,Brian Dahlen,344,Email,Virginia
1131,12/04/2017,BD-11605,Brian Dahlen,41,Email,Virginia
1132,12/04/2017,BD-11605,Brian Dahlen,64,Email,Virginia
1133,6/12/2017,GG-14650,Greg Guthrie,19,Post,California
1134,5/06/2017,JS-15940,Joni Sundaresam,125,Do not Contact,Pennsylvania
1135,5/06/2017,JS-15940,Joni Sundaresam,8,Do not Contact,Pennsylvania
1136,11/12/2017,LR-16915,Lena Radford,85,Email,Florida
1137,12/11/2017,FH-14275,Frank Hawley,288,Post,Indiana
1138,12/11/2017,FH-14275,Frank Hawley,38,Post,Indiana
1139,12/11/2017,FH-14275,Frank Hawley,20,Post,Indiana
1140,12/11/2017,FH-14275,Frank Hawley,21,Post,Indiana
1141,12/11/2017,FH-14275,Frank Hawley,17,Post,Indiana
1142,29/09/2015,AP-10915,Arthur Prichep,205,Email,California
1143,29/09/2015,AP-10915,Arthur Prichep,9,Email,California
1144,29/09/2015,AP-10915,Arthur Prichep,6,Email,California
1145,29/09/2015,AP-10915,Arthur Prichep,686,Email,California
1146,29/09/2015,AP-10915,Arthur Prichep,62,Email,California
1147,4/04/2016,NC-18340,Nat Carroll,644,Email,Michigan
1148,4/04/2016,NC-18340,Nat Carroll,6,Email,Michigan
1149,4/04/2016,NC-18340,Nat Carroll,13,Email,Michigan
1150,4/04/2016,NC-18340,Nat Carroll,11,Email,Michigan
1151,4/04/2016,NC-18340,Nat Carroll,600,Email,Michigan
1152,8/05/2016,CB-12535,Claudia Bergmann,8,Post,Ohio
1153,31/12/2017,KL-16555,Kelly Lampkin,4,Post,Nevada
1154,31/12/2017,KL-16555,Kelly Lampkin,160,Post,Nevada
1155,20/12/2015,PS-19045,Penelope Sewall,122,Do not Contact,Virginia
1156,20/12/2015,PS-19045,Penelope Sewall,2244,Do not Contact,Virginia
1157,20/12/2015,PS-19045,Penelope Sewall,62,Do not Contact,Virginia
1158,20/12/2015,PS-19045,Penelope Sewall,455,Do not Contact,Virginia
1159,2/07/2017,GB-14530,George Bell,195,Post,California
1160,29/06/2018,AA-10315,Alex Avila,363,Email,Minnesota
1161,29/06/2018,AA-10315,Alex Avila,12,Email,Minnesota
1162,1/09/2015,LT-16765,Larry Tron,54,Email,California
1163,3/03/2015,AP-10720,Anne Pryor,10,Do not Contact,New York
1164,3/03/2015,AP-10720,Anne Pryor,126,Do not Contact,New York
1165,3/03/2015,AP-10720,Anne Pryor,25,Do not Contact,New York
1166,4/05/2015,PM-18940,Paul MacIntyre,47,Email,Michigan
1167,2/11/2016,KC-16540,Kelly Collister,448,Email,Washington
1168,8/12/2018,DL-13315,Delfina Latchford,109,Email,New York
1169,8/12/2018,DL-13315,Delfina Latchford,273,Email,New York
1170,8/12/2018,DL-13315,Delfina Latchford,19,Email,New York
1171,8/12/2018,DL-13315,Delfina Latchford,32,Email,New York
1172,10/03/2015,SW-20275,Scott Williamson,22,Email,Michigan
1173,21/04/2015,AA-10375,Allen Armold,17,Email,California
1174,22/10/2016,LT-17110,Liz Thompson,5,Email,Illinois
1175,22/08/2016,DP-13105,Dave Poirier,50,Post,New York
1176,29/08/2017,AB-10060,Adam Bellavance,28,Do not Contact,New Hampshire
1177,27/12/2015,AT-10435,Alyssa Tate,12,Do not Contact,California
1178,1/12/2017,JE-15745,Joel Eaton,173,Email,Maryland
1179,1/12/2017,JE-15745,Joel Eaton,180,Email,Maryland
1180,24/04/2017,CA-12055,Cathy Armstrong,259,Do not Contact,Texas
1181,21/06/2015,DB-13060,Dave Brooks,1323,Email,New Jersey
1182,21/06/2015,DB-13060,Dave Brooks,4,Email,New Jersey
1183,14/01/2018,RB-19570,Rob Beeghly,22,Email,North Carolina
1184,14/01/2018,RB-19570,Rob Beeghly,8,Email,North Carolina
1185,24/11/2015,HR-14830,Harold Ryan,12,Post,Washington
1186,24/11/2015,HR-14830,Harold Ryan,486,Post,Washington
1187,24/11/2015,HR-14830,Harold Ryan,26,Post,Washington
1188,24/11/2015,HR-14830,Harold Ryan,198,Post,Washington
1189,26/02/2018,BT-11530,Bradley Talbott,82,Do not Contact,California
1190,26/02/2018,BT-11530,Bradley Talbott,890,Do not Contact,California
1191,26/02/2018,BT-11530,Bradley Talbott,892,Do not Contact,California
1192,26/02/2018,BT-11530,Bradley Talbott,224,Do not Contact,California
1193,26/02/2018,BT-11530,Bradley Talbott,23,Do not Contact,California
1194,15/09/2016,NG-18355,Nat Gilpin,16,Post,Florida
1195,15/09/2016,NG-18355,Nat Gilpin,16,Post,Florida
1196,15/09/2016,NG-18355,Nat Gilpin,25,Post,Florida
1197,15/09/2016,NG-18355,Nat Gilpin,56,Post,Florida
1198,8/04/2017,ZC-21910,Zuschuss Carroll,432,Email,Texas
1199,8/04/2017,ZC-21910,Zuschuss Carroll,96,Email,Texas
1200,8/04/2017,ZC-21910,Zuschuss Carroll,1089,Email,Texas
1201,18/07/2017,LS-16945,Linda Southworth,544,Post,Colorado
1202,18/07/2017,LS-16945,Linda Southworth,2,Post,Colorado
1203,18/07/2017,LS-16945,Linda Southworth,854,Post,Colorado
1204,18/07/2017,LS-16945,Linda Southworth,594,Post,Colorado
1205,18/07/2017,LS-16945,Linda Southworth,338,Post,Colorado
1206,1/08/2018,LH-16750,Larry Hughes,272,Email,North Carolina
1207,14/07/2017,SW-20755,Steven Ward,11,Post,New York
1208,14/07/2017,SW-20755,Steven Ward,9,Post,New York
1209,14/07/2017,SW-20755,Steven Ward,14,Post,New York
1210,14/07/2017,SW-20755,Steven Ward,42,Post,New York
1211,14/07/2017,SW-20755,Steven Ward,9,Post,New York
1212,14/07/2017,SW-20755,Steven Ward,579,Post,New York
1213,9/09/2018,SP-20620,Stefania Perrino,141,Post,Pennsylvania
1214,9/09/2018,SP-20620,Stefania Perrino,3,Post,Pennsylvania
1215,9/09/2018,SP-20620,Stefania Perrino,5,Post,Pennsylvania
1216,9/09/2018,SP-20620,Stefania Perrino,5,Post,Pennsylvania
1217,9/09/2018,SP-20620,Stefania Perrino,96,Post,Pennsylvania
1218,9/09/2018,SP-20620,Stefania Perrino,17,Post,Pennsylvania
1219,9/09/2018,SP-20620,Stefania Perrino,259,Post,Pennsylvania
1220,9/09/2018,SP-20620,Stefania Perrino,1932,Post,Pennsylvania
1221,12/07/2015,BF-11170,Ben Ferrer,250,Do not Contact,California
1222,12/07/2015,BF-11170,Ben Ferrer,256,Do not Contact,California
1223,4/12/2017,BM-11140,Becky Martin,114,Email,New York
1224,4/12/2017,BM-11140,Becky Martin,78,Email,New York
1225,4/12/2017,BM-11140,Becky Martin,2,Email,New York
1226,4/12/2017,BM-11140,Becky Martin,41,Email,New York
1227,4/12/2017,BM-11140,Becky Martin,183,Email,New York
1228,4/12/2017,BM-11140,Becky Martin,194,Email,New York
1229,6/11/2018,ZC-21910,Zuschuss Carroll,15,Email,California
1230,6/11/2018,ZC-21910,Zuschuss Carroll,9,Email,California
1231,6/11/2018,ZC-21910,Zuschuss Carroll,6,Email,California
1232,31/10/2016,KT-16480,Kean Thornton,3,Email,New York
1233,31/10/2016,KT-16480,Kean Thornton,80,Email,New York
1234,30/05/2017,BG-11695,Brooke Gillingham,840,Post,Ohio
1235,28/10/2017,PG-18820,Patrick Gardner,48,Email,Florida
1236,28/10/2017,PG-18820,Patrick Gardner,37,Email,Florida
1237,28/10/2017,PG-18820,Patrick Gardner,64,Email,Florida
1238,28/10/2017,PG-18820,Patrick Gardner,165,Email,Florida
1239,11/08/2015,GM-14680,Greg Matthias,12,Email,Washington
1240,11/08/2015,GM-14680,Greg Matthias,41,Email,Washington
1241,11/08/2015,GM-14680,Greg Matthias,23,Email,Washington
1242,29/08/2017,MO-17800,Meg OConnel,22,Do not Contact,New York
1243,15/02/2017,PG-18820,Patrick Gardner,398,Email,New York
1244,15/02/2017,PG-18820,Patrick Gardner,9,Email,New York
1245,14/05/2018,EJ-14155,Eva Jacobs,49,Email,Mississippi
1246,12/12/2015,NP-18700,Nora Preis,765,Email,California
1247,12/12/2015,NP-18700,Nora Preis,3611,Email,California
1248,12/12/2015,NP-18700,Nora Preis,255,Email,California
1249,18/12/2018,DJ-13630,Doug Jacobs,39,Email,New York
1250,18/12/2018,DJ-13630,Doug Jacobs,1142,Email,New York
1251,18/12/2018,DJ-13630,Doug Jacobs,1705,Email,New York
1252,18/12/2018,DJ-13630,Doug Jacobs,3,Email,New York
1253,4/07/2016,IM-15070,Irene Maddox,1100,Email,Wisconsin
1254,10/03/2018,MH-18115,Mick Hernandez,5,Do not Contact,Pennsylvania
1255,10/03/2018,MH-18115,Mick Hernandez,36,Do not Contact,Pennsylvania
1256,10/03/2018,MH-18115,Mick Hernandez,7,Do not Contact,Pennsylvania
1257,10/03/2018,MH-18115,Mick Hernandez,44,Do not Contact,Pennsylvania
1258,24/12/2017,RB-19795,Ross Baird,28,Do not Contact,North Carolina
1259,24/12/2017,RB-19795,Ross Baird,540,Do not Contact,North Carolina
1260,24/12/2017,RB-19795,Ross Baird,256,Do not Contact,North Carolina
1261,23/10/2018,JR-15700,Jocasta Rupert,864,Email,Florida
1262,28/10/2017,SM-20950,Suzanne McNair,18,Post,North Carolina
1263,7/07/2018,CS-12355,Christine Sundaresam,17,Email,New York
1264,1/10/2017,CC-12220,Chris Cortes,70,Email,Indiana
1265,1/10/2017,CC-12220,Chris Cortes,42,Email,Indiana
1266,2/09/2018,PF-19225,Phillip Flathmann,7,Email,California
1267,24/12/2015,JC-16105,Julie Creighton,143,Post,California
1268,24/12/2015,JC-16105,Julie Creighton,292,Post,California
1269,23/09/2018,BG-11695,Brooke Gillingham,29,Post,Colorado
1270,4/06/2018,DC-12850,Dan Campbell,12,Email,Alabama
1271,21/04/2017,SP-20545,Sibella Parks,102,Post,Illinois
1272,21/04/2017,SP-20545,Sibella Parks,49,Post,Illinois
1273,21/04/2017,SP-20545,Sibella Parks,45,Post,Illinois
1274,26/05/2017,MS-17710,Maurice Satty,10,Email,Texas
1275,26/05/2017,MS-17710,Maurice Satty,388,Email,Texas
1276,26/05/2017,MS-17710,Maurice Satty,14,Email,Texas
1277,26/05/2017,MS-17710,Maurice Satty,64,Email,Texas
1278,2/05/2017,BD-11770,Bryan Davis,86,Email,Texas
1279,8/09/2015,KC-16255,Karen Carlisle,33,Post,Georgia
1280,8/09/2015,KC-16255,Karen Carlisle,84,Post,Georgia
1281,5/09/2017,TR-21325,Toby Ritter,278,Email,Iowa
1282,9/04/2018,SA-20830,Sue Ann Reed,15,Email,Florida
1283,9/04/2018,SA-20830,Sue Ann Reed,17,Email,Florida
1284,9/04/2018,SA-20830,Sue Ann Reed,252,Email,Florida
1285,6/12/2016,KW-16435,Katrina Willman,3,Email,Texas
1286,26/06/2017,GM-14500,Gene McClure,15,Email,Rhode Island
1287,4/07/2016,AD-10180,Alan Dominguez,15,Do not Contact,New York
1288,22/11/2017,TB-21355,Todd Boyes,40,Post,New York
1289,22/11/2017,TB-21355,Todd Boyes,12,Post,New York
1290,22/11/2017,TB-21355,Todd Boyes,21,Post,New York
1291,10/11/2017,CC-12430,Chuck Clark,13,Do not Contact,California
1292,10/11/2017,CC-12430,Chuck Clark,32,Do not Contact,California
1293,27/08/2016,PF-19165,Philip Fox,33,Email,California
1294,27/08/2016,PF-19165,Philip Fox,114,Email,California
1295,27/08/2016,PF-19165,Philip Fox,3,Email,California
1296,25/05/2016,JH-16180,Justin Hirsh,846,Email,Colorado
1297,30/12/2018,EB-13975,Erica Bern,14,Post,California
1298,30/12/2018,EB-13975,Erica Bern,21,Post,California
1299,8/12/2017,QJ-19255,Quincy Jones,115,Post,Minnesota
1300,4/10/2016,AA-10315,Alex Avila,27,Email,California
1301,23/12/2017,LC-17140,Logan Currie,573,Email,Virginia
1302,23/12/2017,LC-17140,Logan Currie,286,Email,Virginia
1303,19/09/2016,TC-21535,Tracy Collins,62,Do not Contact,Virginia
1304,3/07/2018,CS-12460,Chuck Sachs,24,Email,Georgia
1305,3/07/2018,CS-12460,Chuck Sachs,288,Email,Georgia
1306,14/07/2017,BM-11785,Bryan Mills,420,Email,Texas
1307,20/06/2017,RC-19825,Roy Collins,47,Email,California
1308,20/06/2017,RC-19825,Roy Collins,18,Email,California
1309,20/06/2017,RC-19825,Roy Collins,22,Email,California
1310,20/06/2017,RC-19825,Roy Collins,162,Email,California
1311,20/06/2017,RC-19825,Roy Collins,162,Email,California
1312,9/12/2017,FM-14380,Fred McMath,4,Email,Massachusetts
1313,9/12/2017,FM-14380,Fred McMath,122,Email,Massachusetts
1314,24/09/2017,PK-19075,Pete Kriz,155,Email,Ohio
1315,18/12/2017,HG-14965,Henry Goldwyn,39,Post,California
1316,18/12/2017,HG-14965,Henry Goldwyn,184,Post,California
1317,18/12/2017,HG-14965,Henry Goldwyn,579,Post,California
1318,10/12/2018,HA-14920,Helen Andreada,14,Email,Pennsylvania
1319,1/07/2015,LW-16825,Laurel Workman,576,Post,Florida
1320,1/07/2015,LW-16825,Laurel Workman,5,Post,Florida
1321,3/02/2018,MC-17575,Matt Collins,5,Email,Ohio
1322,3/02/2018,MC-17575,Matt Collins,286,Email,Ohio
1323,3/03/2018,LP-17095,Liz Preis,73,Email,Kentucky
1324,9/10/2018,EB-14170,Evan Bailliet,11,Email,North Carolina
1325,28/09/2015,GZ-14545,George Zrebassa,46,Post,Massachusetts
1326,27/05/2015,LE-16810,Laurel Elliston,17,Email,Illinois
1327,14/06/2016,AD-10180,Alan Dominguez,51,Do not Contact,Pennsylvania
1328,30/03/2017,CP-12085,Cathy Prescott,11,Post,Connecticut
1329,15/10/2018,FG-14260,Frank Gastineau,88,Do not Contact,California
1330,23/05/2017,LD-17005,Lisa DeCherney,37,Email,California
